artikel,begroting.ontwerp,begroting.suppl.1,begroting.suppl.2,begroting.vastgesteld,hoofdstuk,hoofdstuknummer,jaar,label,omschrijving,realisatie,saldo,uvo
43,727524,717148.0,728851.0,727524,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2017,Buitenlandse Handel en Ontwikkelingssamenwerking,Sociale vooruitgang,714000.0,14851.0,U
44,469106,714474.0,690474.0,469106,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2017,Buitenlandse Handel en Ontwikkelingssamenwerking,Vrede en veiligheid voor ontwikkeling,676816.0,13658.0,U
45,-107631,145000.0,243540.0,-107631,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2017,Buitenlandse Handel en Ontwikkelingssamenwerking,Versterkte kaders voor ontwikkeling,294132.0,-50592.0,U
1,0,4109102.0,4136597.0,0,"XVIII, Wonen & Rijksdienst",XVIII,2017,Wonen & Rijksdienst,Woningmarkt,4022685.0,113912.0,U
2,0,174553.0,175449.0,0,"XVIII, Wonen & Rijksdienst",XVIII,2017,Wonen & Rijksdienst,Woonomgeving en bouw,96521.0,78928.0,U
3,0,50784.0,48283.0,0,"XVIII, Wonen & Rijksdienst",XVIII,2017,Wonen & Rijksdienst,Kwaliteit Rijksdienst,47648.0,635.0,U
6,0,106879.0,110334.0,0,"XVIII, Wonen & Rijksdienst",XVIII,2017,Wonen & Rijksdienst,Uitvoering rijksvastgoedbeleid,105319.0,5015.0,U
11,4103957,0.0,0.0,4103957,"XVIII, Wonen & Rijksdienst",XVIII,2017,Wonen & Rijksdienst,Woningmarkt,0.0,0.0,U
12,64510,0.0,0.0,64510,"XVIII, Wonen & Rijksdienst",XVIII,2017,Wonen & Rijksdienst,Woonomgeving en bouw,0.0,0.0,U
13,18234,0.0,0.0,18234,"XVIII, Wonen & Rijksdienst",XVIII,2017,Wonen & Rijksdienst,Kwaliteit Rijksdienst,0.0,0.0,U
16,125453,0.0,0.0,125453,"XVIII, Wonen & Rijksdienst",XVIII,2017,Wonen & Rijksdienst,Uitvoering rijksvastgoedbeleid,0.0,0.0,U
12,2575982,2839668.0,2477273.0,2575982,"A, Infrastructuurfonds",A,2018,Infrastructuurfonds,Hoofdwegennet,2472330.0,4943.0,U
13,2190386,2410301.0,2147707.0,2190386,"A, Infrastructuurfonds",A,2018,Infrastructuurfonds,Spoorwegen,2123334.0,24373.0,U
14,246600,203156.0,102862.0,246600,"A, Infrastructuurfonds",A,2018,Infrastructuurfonds,"Regionaal, lokale infra",97268.0,5594.0,U
15,964746,1005400.0,853287.0,964746,"A, Infrastructuurfonds",A,2018,Infrastructuurfonds,Hoofdvaarwegennet,845570.0,7717.0,U
17,262497,323554.0,274762.0,262497,"A, Infrastructuurfonds",A,2018,Infrastructuurfonds,Megaprojecten Verkeer en Vervoer,269333.0,5429.0,U
18,2966,55608.0,5730.0,1094,"A, Infrastructuurfonds",A,2018,Infrastructuurfonds,Overige uitgaven en ontvangsten,1729.0,4001.0,U
2,4152,2711.0,2711.0,4152,"B, Gemeentefonds",B,2018,Gemeentefonds,Onderzoek,1602.0,1109.0,U
3,18487363,19104670.0,19315055.0,18487363,"B, Gemeentefonds",B,2018,Gemeentefonds,Programma,19017123.0,297932.0,U
4,9790355,10052561.0,10064714.0,9791155,"B, Gemeentefonds",B,2018,Gemeentefonds,Integratie-uitkering sociaal domein,10064409.0,305.0,U
1,2187740,2312576.0,2454729.0,2187740,"C, Provinciefonds",C,2018,Provinciefonds,Provinciefonds,2454311.0,418.0,U
1,34507,53903.0,54904.0,34507,"F, Diergezondheidsfonds",F,2018,Diergezondheidsfonds,Bewaking en bestrijding van dierziekten,50980.0,3924.0,U
1,41386,41386.0,42079.0,41386,"H, BES-fonds",H,2018,BES-fonds,BES-fonds,39047.0,3032.0,U
1,8152,8152.0,8152.0,8152,"I, De Koning",I,2018,De Koning,Grondwettelijke uitkering aan de leden vh Koninklijk Huis,8082.0,70.0,U
2,28287,28913.0,28913.0,28287,"I, De Koning",I,2018,De Koning,Functionele uitgaven van de Koning,28913.0,0.0,U
3,5845,6022.0,6021.0,5845,"I, De Koning",I,2018,De Koning,Doorbelaste uitgaven van andere begrotingen,5818.0,203.0,U
1,12212,12331.0,12681.0,12212,"IIA, Staten-Generaal",IIA,2018,Staten-Generaal,Wetgeving en controle Eerste Kamer,12707.0,-26.0,U
2,31346,31346.0,32059.0,31346,"IIA, Staten-Generaal",IIA,2018,Staten-Generaal,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,34521.0,-2462.0,U
3,100818,102218.0,107469.0,100818,"IIA, Staten-Generaal",IIA,2018,Staten-Generaal,Wetgeving en controle Tweede Kamer,105456.0,2013.0,U
4,1479,1479.0,1491.0,1479,"IIA, Staten-Generaal",IIA,2018,Staten-Generaal,Wetgeving en controle Eerste en Tweede Kamer,1171.0,320.0,U
10,-1957,1294.0,-1957.0,-1957,"IIA, Staten-Generaal",IIA,2018,Staten-Generaal,Nominaal en onvoorzien,0.0,-1957.0,U
1,54934,64409.0,61863.0,54934,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Raad van State,60428.0,1435.0,U
2,28541,31213.0,31136.0,28541,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Algemene Rekenkamer,30574.0,562.0,U
3,16311,18413.0,18525.0,16311,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",De Nationale Ombudsman,18339.0,186.0,U
4,4730,5177.0,5645.0,4730,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Kanselarij der Nederlandse Orden,5392.0,253.0,U
6,1814,1836.0,1877.0,1814,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Kabinet van de Gouverneur van Aruba,1876.0,1.0,U
7,2758,2790.0,3151.0,2758,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Kabinet van de Gouverneur van Curaçao,3008.0,143.0,U
8,1980,2004.0,2560.0,1980,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Kabinet van de Gouverneur van Sint Maarten,2472.0,88.0,U
9,2295,2295.0,2412.0,2295,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Kiesraad,2393.0,19.0,U
10,0,2649.0,0.0,0,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Nominaal en onvoorzien,0.0,0.0,U
1,58308,63133.0,61618.0,61308,"III, Algemene Zaken",III,2018,Algemene Zaken,Bevorderen eenheid regeringsbeleid,60045.0,1573.0,U
4,2431,2515.0,2514.0,2431,"III, Algemene Zaken",III,2018,Algemene Zaken,Kabinet van de Koning,2485.0,29.0,U
5,2494,2551.0,2251.0,2494,"III, Algemene Zaken",III,2018,Algemene Zaken,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1943.0,308.0,U
1,87274,47315.0,47559.0,40717,"IV, Koninkrijksrelaties",IV,2018,Koninkrijksrelaties,Versterken rechtsstaat,45772.0,1787.0,U
4,11005,11467.0,37905.0,11005,"IV, Koninkrijksrelaties",IV,2018,Koninkrijksrelaties,Bevorderen sociaal-economische structuur,43677.0,-5772.0,U
5,172431,172431.0,172431.0,172431,"IV, Koninkrijksrelaties",IV,2018,Koninkrijksrelaties,Schuldsanering/lopende inschrijving/leningen,172432.0,-1.0,U
6,21059,22834.0,26037.0,21059,"IV, Koninkrijksrelaties",IV,2018,Koninkrijksrelaties,Apparaat,24972.0,1065.0,U
7,1988,9310.0,6495.0,874,"IV, Koninkrijksrelaties",IV,2018,Koninkrijksrelaties,Nog onverdeeld,0.0,6495.0,U
8,0,205642.0,366360.0,0,"IV, Koninkrijksrelaties",IV,2018,Koninkrijksrelaties,Wederopbouw bovenwindse eilanden,338226.0,28134.0,U
1,46566396,45109508.0,45934218.0,46645396,"IXA, Nationale Schuld (Transactiebasis)",IXA,2018,Nationale Schuld (Transactiebasis),Financiering staatsschuld,45830986.0,103232.0,U
2,1532191,1532195.0,1798427.0,1532191,"IXA, Nationale Schuld (Transactiebasis)",IXA,2018,Nationale Schuld (Transactiebasis),Kasbeheer,2951006.0,-1152579.0,U
1,2886061,3046847.0,3128545.0,2886061,"IXB, Financiën",IXB,2018,Financiën,Belastingen,3182408.0,-53863.0,U
2,28769,21942.0,20766.0,28769,"IXB, Financiën",IXB,2018,Financiën,Financiele Markten,21917.0,-1151.0,U
3,366932,366650.0,470151.0,366932,"IXB, Financiën",IXB,2018,Financiën,Financ. act. Publiek-Private sector,466499.0,3652.0,U
4,419328,355400.0,355404.0,419328,"IXB, Financiën",IXB,2018,Financiën,Internationale Fin. Betrekkingen,502045.0,-146641.0,U
5,75442,75442.0,75120.0,75442,"IXB, Financiën",IXB,2018,Financiën,Exportkrediet- en investeringsverzekering,42733.0,32387.0,U
6,3010252,3013412.0,3236777.0,3010252,"IXB, Financiën",IXB,2018,Financiën,BTW-Compensatiefonds,3286561.0,-49784.0,U
10,97019,51125.0,0.0,97019,"IXB, Financiën",IXB,2018,Financiën,Nominaal en onvoorzien,0.0,0.0,U
21,233707,236164.0,233787.0,233707,"IXB, Financiën",IXB,2018,Financiën,Centraal Apparaat,234327.0,-540.0,U
1,526713,446845.0,519296.0,526713,"J, Deltafonds",J,2018,Deltafonds,Investeren in waterveiligheid,515558.0,3738.0,U
2,21863,37813.0,16224.0,21863,"J, Deltafonds",J,2018,Deltafonds,Investeren in zoetwatervoorziening,11739.0,4485.0,U
3,188765,201283.0,211543.0,188765,"J, Deltafonds",J,2018,Deltafonds,"Beheer, Onderhoud en vervanging",207793.0,3750.0,U
4,47730,47223.0,23003.0,47730,"J, Deltafonds",J,2018,Deltafonds,Experimenteren cf. art.111 Deltawet,20974.0,2029.0,U
5,304609,297180.0,310280.0,276099,"J, Deltafonds",J,2018,Deltafonds,Netwerkgebonden kosten en overige uitgaven,307827.0,2453.0,U
7,29648,84672.0,26369.0,29648,"J, Deltafonds",J,2018,Deltafonds,Investeren in Waterkwaliteit,19795.0,6574.0,U
41,109805,120914.0,121675.0,109805,"V, Buitenlandse Zaken",V,2018,Buitenlandse Zaken,Internationale rechtsorde en eerbiediging mensenrechten,120170.0,1505.0,U
42,249370,292536.0,275953.0,249370,"V, Buitenlandse Zaken",V,2018,Buitenlandse Zaken,Veiligheid en stabiliteit,238286.0,37667.0,U
43,8389205,8414410.0,7984978.0,8389205,"V, Buitenlandse Zaken",V,2018,Buitenlandse Zaken,Europese Samenwerking,7985994.0,-1016.0,U
44,50093,62050.0,66270.0,50093,"V, Buitenlandse Zaken",V,2018,Buitenlandse Zaken,Consulaire belangenbehartiging,60177.0,6093.0,U
46,68329,3984.0,1296.0,72011,"V, Buitenlandse Zaken",V,2018,Buitenlandse Zaken,Nominaal en onvoorzien,0.0,1296.0,U
47,667613,793655.0,788864.0,667613,"V, Buitenlandse Zaken",V,2018,Buitenlandse Zaken,Apparaat,769414.0,19450.0,U
31,5598229,5852939.0,5903847.0,5698929,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,Politie,5901324.0,2523.0,U
32,1459835,1453138.0,1441535.0,1459844,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,Rechtspleging en rechtsbijstand,1436050.0,5485.0,U
33,714452,760429.0,794000.0,731997,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,Veiligheid en criminaliteitsbestrijding,776354.0,17646.0,U
34,2475634,2508048.0,2643179.0,2406500,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,Straffen en beschermen,2643347.0,-168.0,U
36,278667,266696.0,273301.0,285677,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,Contraterrorisme en nationaal veiligheidsbeleid,273373.0,-72.0,U
37,1101094,1247661.0,1352079.0,1181800,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,Migratie,1335918.0,16161.0,U
91,429422,437763.0,430924.0,429959,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,Apparaatsuitgaven kerndepartement,445144.0,-14220.0,U
92,20137,4979.0,4363.0,20444,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,Nog onverdeeld,0.0,4363.0,U
93,3067,3067.0,3067.0,3067,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,Geheim,2536.0,531.0,U
1,28920,51782.0,38545.0,28920,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Openbaar bestuur en democratie,37196.0,1349.0,U
2,249167,252723.0,264881.0,249167,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Nationale veiligheid,265091.0,-210.0,U
3,0,4121829.0,4685864.0,4157089,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Woningmarkt,4518316.0,167548.0,U
4,0,357217.0,171431.0,247486,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Energietransitie gebouwde omgeving en bouwkwaliteit,176053.0,-4622.0,U
5,0,136956.0,100915.0,107235,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Ruimtelijke ordening en omgevingswet,107456.0,-6541.0,U
6,122211,184386.0,194762.0,148520,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Overheidsdienstverlening en informatiesamenleving,188841.0,5921.0,U
7,27317,28317.0,27635.0,27317,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Werkgevers- en bedrijfsvoeringsbeleid,26403.0,1232.0,U
8,0,68101.0,77477.0,19535,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Kwaliteit Rijksdienst,74031.0,3446.0,U
9,0,117389.0,122415.0,111579,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Uitvoering Rijksvastgoedbeleid,117433.0,4982.0,U
11,314783,420522.0,438467.0,342156,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Centraal apparaat,433319.0,5148.0,U
12,10265,12405.0,12188.0,10265,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Algemeen,7262.0,4926.0,U
13,6112,23679.0,0.0,6112,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,Nog onverdeeld,0.0,0.0,U
1,10472423,10874767.0,11140220.0,10505757,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Primair onderwijs,11142533.0,-2313.0,U
3,8123146,8715183.0,8728879.0,8460939,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Voortgezet onderwijs,8707896.0,20983.0,U
4,4325690,4626535.0,4606759.0,4496879,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Beroepsonderwijs en volwasseneneducatie,4601918.0,4841.0,U
6,3005161,3261029.0,3265136.0,3140498,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Hoger beroepsonderwijs,3262539.0,2597.0,U
7,4483810,4859150.0,4860278.0,4696066,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Wetenschappelijk onderwijs,4860007.0,271.0,U
8,11716,12643.0,12614.0,11716,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Internationaal onderwijsbeleid,12496.0,118.0,U
9,181159,170800.0,150915.0,181159,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Arbeidsmarkt en personeelsbeleid,140384.0,10531.0,U
11,5373215,5519076.0,6310867.0,5373215,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Studiefinanciering,6200225.0,110642.0,U
12,89501,93701.0,81192.0,89501,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Tegemoetkoming studiekosten,80481.0,711.0,U
13,6555,6672.0,12118.0,6555,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Lesgelden,12158.0,-40.0,U
14,777883,864135.0,855132.0,787883,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Cultuur,852585.0,2547.0,U
15,989426,977748.0,975203.0,989426,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Media,973392.0,1811.0,U
16,1009038,1205943.0,1218535.0,1008396,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Onderzoek en wetenschappen,1216958.0,1577.0,U
25,15444,15894.0,12975.0,15444,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Emancipatie,12929.0,46.0,U
91,-244318,269682.0,0.0,269682,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Nominaal en onvoorzien,0.0,0.0,U
95,250133,273141.0,250259.0,252663,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",Apparaatskosten,250379.0,-120.0,U
1,335839,278933.0,283032.0,335839,"X, Defensie",X,2018,Defensie,Opdracht Inzet,232001.0,51031.0,U
2,731436,843117.0,859954.0,786824,"X, Defensie",X,2018,Defensie,Taakuitvoering Zeestrijdkrachten,867185.0,-7231.0,U
3,1293771,1370354.0,1324684.0,1321608,"X, Defensie",X,2018,Defensie,Taakuitvoering Landstrijdkrachten,1337845.0,-13161.0,U
4,709310,765415.0,762598.0,721770,"X, Defensie",X,2018,Defensie,Taakuitvoering Luchtstrijdkrachten,771677.0,-9079.0,U
5,361173,399091.0,405222.0,361774,"X, Defensie",X,2018,Defensie,Taakuitvoering Koninklijke Marechaussee,410737.0,-5515.0,U
6,2009861,2965327.0,1774703.0,2098286,"X, Defensie",X,2018,Defensie,Investeringen Krijgsmacht,1736955.0,37748.0,U
7,851960,856641.0,907113.0,860247,"X, Defensie",X,2018,Defensie,Ondersteuning krijgsmacht door Defensie Materieel Org,919071.0,-11958.0,U
8,1127450,1258745.0,1287569.0,1155733,"X, Defensie",X,2018,Defensie,Ondersteuning krijgsmacht door Cdo Dienstencentra,1315775.0,-28206.0,U
9,98233,114459.0,95683.0,98233,"X, Defensie",X,2018,Defensie,Algemeen,89598.0,6085.0,U
10,1574248,1688322.0,1737166.0,1579275,"X, Defensie",X,2018,Defensie,Centraal apparaat,1728881.0,8285.0,U
11,7470,7107.0,7470.0,7470,"X, Defensie",X,2018,Defensie,Geheime uitgaven,7155.0,315.0,U
12,103202,153504.0,55136.0,123202,"X, Defensie",X,2018,Defensie,Nominaal en onvoorzien,0.0,55136.0,U
11,44986,52655.0,48610.0,45789,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Integraal waterbeleid,44251.0,4359.0,U
13,131496,41797.0,23011.0,53840,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Ruimtelijke Ontwikkeling,22459.0,552.0,U
14,36725,39808.0,47182.0,36725,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Wegen en verkeersveiligheid,46558.0,624.0,U
16,18622,18976.0,16383.0,18622,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Openbaar vervoer en spoor,15728.0,655.0,U
17,15162,18097.0,21177.0,15162,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Luchtvaart,21913.0,-736.0,U
18,25396,41083.0,39328.0,25396,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Scheepvaart en havens,39981.0,-653.0,U
19,66915,52661.0,55977.0,45116,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Klimaat,55953.0,24.0,U
20,34729,32042.0,23959.0,34374,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Lucht en geluid,23627.0,332.0,U
21,19719,65268.0,53573.0,34421,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Duurzaamheid,52352.0,1221.0,U
22,34937,45743.0,51675.0,34937,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Omgevingsveiligheid en milieurisico's,50160.0,1515.0,U
23,50508,50448.0,52174.0,50508,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,"Meteorologie, seismologie en aardobservatie",52056.0,118.0,U
24,103314,103314.0,116679.0,103314,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Handhaving en toezicht,116679.0,0.0,U
25,881588,911155.0,929574.0,881588,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Bijdrage BDU,929574.0,0.0,U
26,6595335,7009852.0,6330825.0,6564953,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Bijdrage investeringsfondsen,6335032.0,-4207.0,U
97,57813,117830.0,122377.0,57813,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Algemeen departement,93648.0,28729.0,U
98,313306,292708.0,303311.0,284403,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Apparaatsuitgaven Kerndepartement,298856.0,4455.0,U
99,108,145421.0,-20060.0,108,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,Nominaal en onvoorzien,0.0,-20060.0,U
1,186299,195432.0,203881.0,186154,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Goed functionerende economie en markten,201785.0,2096.0,U
2,854865,913032.0,890253.0,826040,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Bedrijvenbeleid: innovatief en duurzaam ondernemen,875703.0,14550.0,U
3,189595,292571.0,218881.0,189595,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Toekomstfonds,124189.0,94692.0,U
4,2187002,2287433.0,2895066.0,2200115,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Een doelmatige en duurzame energievoorziening,2875719.0,19347.0,U
5,38760,48981.0,143840.0,38760,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Een veilig Groningen met perspectief,80908.0,62932.0,U
6,540378,637897.0,652132.0,548488,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",661414.0,-9282.0,U
7,809377,0.0,0.0,0,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Groen onderwijs van hoge kwaliteit,0.0,0.0,U
8,105204,109841.0,114354.0,105204,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Natuur en biodiversiteit,110843.0,3511.0,U
40,340475,338812.0,396378.0,300121,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Apparaat (EZK),297577.0,98801.0,U
41,2500,49615.0,0.0,2500,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Nog onverdeeld (EZK),0.0,0.0,U
42,0,41354.0,41354.0,41354,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Apparaat (LNV),126989.0,-85635.0,U
43,0,64755.0,9498.0,0,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,Nog onverdeeld (LNV),0.0,9498.0,U
1,509873,489936.0,493545.0,509873,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Arbeidsmarkt,486149.0,7396.0,U
2,6810888,7074568.0,7098439.0,6724243,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,"Bijstand, Participatiewet en Toeslagenwet",7089379.0,9060.0,U
3,824,824.0,790.0,824,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Arbeidsongeschiktheid,813.0,-23.0,U
4,3298349,3226146.0,3279580.0,3298349,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Jonggehandicapten,3280192.0,-612.0,U
5,156490,158874.0,108405.0,156490,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Werkloosheid,108108.0,297.0,U
6,8118,8618.0,7901.0,8618,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Ziekte en zwangerschap,7904.0,-3.0,U
7,2831198,2914188.0,2970118.0,2853198,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Kinderopvang,2958302.0,11816.0,U
8,24447,25150.0,23315.0,24447,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Oudedagsvoorziening,23009.0,306.0,U
9,1348,1348.0,1188.0,1348,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Nabestaanden,1020.0,168.0,U
10,5599200,5489293.0,5499418.0,5604200,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Tegemoetkoming ouders,5493447.0,5971.0,U
11,468574,513024.0,498100.0,498574,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Uitvoeringskosten,496242.0,1858.0,U
12,11668318,13836536.0,13853107.0,11596718,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Rijksbijdragen,13852630.0,477.0,U
13,317108,304828.0,304838.0,317108,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Integratie en maatschappelijke samenhang,290084.0,14754.0,U
96,295856,308993.0,312390.0,308856,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Apparaat,302402.0,9988.0,U
98,31084,33881.0,25318.0,31084,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,Algemeen,22559.0,2759.0,U
