artikel,begroting.ontwerp,begroting.suppl.1,begroting.suppl.2,begroting.vastgesteld,hoofdstuk,hoofdstuknummer,jaar,label,omschrijving,realisatie,saldo,uvo
-,6243177,6837687.0,5861621.0,6241305,"A, Infrastructuurfonds",A,2018,Infrastructuurfonds,TOTAAL,5809564.0,52057.0,U
-,28281870,29159942.0,29382480.0,28282670,"B, Gemeentefonds",B,2018,Gemeentefonds,TOTAAL,29083134.0,299346.0,U
-,2187740,2312576.0,2454729.0,2187740,"C, Provinciefonds",C,2018,Provinciefonds,TOTAAL,2454311.0,418.0,U
-,34507,53903.0,54904.0,34507,"F, Diergezondheidsfonds",F,2018,Diergezondheidsfonds,TOTAAL,50980.0,3924.0,U
-,41386,41386.0,42079.0,41386,"H, BES-fonds",H,2018,BES-fonds,TOTAAL,39047.0,3032.0,U
-,42284,43087.0,43086.0,42284,"I, De Koning",I,2018,De Koning,TOTAAL,42813.0,273.0,U
-,143898,148668.0,151743.0,143898,"IIA, Staten-Generaal",IIA,2018,Staten-Generaal,TOTAAL,153855.0,-2112.0,U
-,113363,130786.0,127169.0,113363,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2018,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",TOTAAL,124482.0,2687.0,U
-,63233,68199.0,66383.0,66233,"III, Algemene Zaken",III,2018,Algemene Zaken,TOTAAL,64473.0,1910.0,U
-,293757,468999.0,656787.0,246086,"IV, Koninkrijksrelaties",IV,2018,Koninkrijksrelaties,TOTAAL,625079.0,31708.0,U
-,48098587,46641703.0,47732645.0,48177587,"IXA, Nationale Schuld (Transactiebasis)",IXA,2018,Nationale Schuld (Transactiebasis),TOTAAL,48781992.0,-1049347.0,U
-,7117510,7166982.0,7520550.0,7117510,"IXB, Financiën",IXB,2018,Financiën,TOTAAL,7736490.0,-215940.0,U
-,1119328,1115016.0,1106715.0,1090818,"J, Deltafonds",J,2018,Deltafonds,TOTAAL,1083686.0,23029.0,U
-,9534415,9687549.0,9239036.0,9538097,"V, Buitenlandse Zaken",V,2018,Buitenlandse Zaken,TOTAAL,9174041.0,64995.0,U
-,12080537,12534720.0,12846295.0,12218217,"VI, Justitie en Veiligheid",VI,2018,Justitie en Veiligheid,TOTAAL,12814046.0,32249.0,U
-,758775,5775306.0,6134580.0,5455381,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2018,Binnenlandse Zaken en Koninkrijksrelaties,TOTAAL,5951401.0,183179.0,U
-,38869982,41746099.0,42481082.0,40285779,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2018,"Onderwijs, Cultuur en Wetenschap",TOTAAL,42326880.0,154202.0,U
-,9203953,10701015.0,9500330.0,9450261,"X, Defensie",X,2018,Defensie,TOTAAL,9416880.0,83450.0,U
-,8430659,9038858.0,8215755.0,8287069,"XII, Infrastructuur en Waterstaat",XII,2018,Infrastructuur en Waterstaat,TOTAAL,8198827.0,16928.0,U
-,5254455,4979723.0,5565637.0,4438331,"XIII, Economische Zaken en Klimaat",XIII,2018,Economische Zaken en Klimaat,TOTAAL,5355127.0,210510.0,U
-,32090393,34570683.0,34477548.0,32002648,"XV, Sociale Zaken en Werkgelegenheid",XV,2018,Sociale Zaken en Werkgelegenheid,TOTAAL,34412240.0,65308.0,U
-,15230678,15249761.0,14727991.0,15261447,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2018,"Volksgezondheid, Welzijn en Sport",TOTAAL,15374412.0,-646421.0,U
-,2466303,3023442.0,3031768.0,2700199,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2018,Buitenlandse Handel en Ontwikkelingssamenwerking,TOTAAL,3071130.0,-39362.0,U
-,4525689,0.0,0.0,0,"XVIII, Wonen & Rijksdienst",XVIII,2018,Wonen & Rijksdienst,TOTAAL,0.0,0.0,U
-,7368034,7411432.0,5797485.0,7368034,"A, Infrastructuurfonds",A,2019,Infrastructuurfonds,TOTAAL,5760760.0,36725.0,U
-,30147959,31159692.0,31385527.0,30147959,"B, Gemeentefonds",B,2019,Gemeentefonds,TOTAAL,31297982.0,87545.0,U
-,2407659,2419388.0,2499141.0,2407659,"C, Provinciefonds",C,2019,Provinciefonds,TOTAAL,2467056.0,32085.0,U
-,34585,57702.0,60373.0,34585,"F, Diergezondheidsfonds",F,2019,Diergezondheidsfonds,TOTAAL,63156.0,-2783.0,U
-,38279,42805.0,42805.0,38279,"H, BES-fonds",H,2019,BES-fonds,TOTAAL,44316.0,-1511.0,U
-,43252,44161.0,44161.0,43252,"I, De Koning",I,2019,De Koning,TOTAAL,43900.0,261.0,U
-,145530,178842.0,176936.0,145530,"IIA, Staten-Generaal",IIA,2019,Staten-Generaal,TOTAAL,173466.0,3470.0,U
-,121353,131734.0,134542.0,121353,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2019,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",TOTAAL,134038.0,504.0,U
-,67346,69649.0,68247.0,67346,"III, Algemene Zaken",III,2019,Algemene Zaken,TOTAAL,66433.0,1814.0,U
-,108756,199359.0,233285.0,108756,"IV, Koninkrijksrelaties",IV,2019,Koninkrijksrelaties,TOTAAL,196440.0,36845.0,U
-,37186983,36908075.0,39418841.0,37186983,"IXA, Nationale Schuld (Transactiebasis)",IXA,2019,Nationale Schuld (Transactiebasis),TOTAAL,42022190.0,-2603349.0,U
-,7534228,8652905.0,9586411.0,7534228,"IXB, Financiën",IXB,2019,Financiën,TOTAAL,9434462.0,151949.0,U
-,1042886,1063617.0,1112187.0,1042886,"J, Deltafonds",J,2019,Deltafonds,TOTAAL,1075768.0,36419.0,U
-,9976656,9949155.0,9873584.0,9976656,"V, Buitenlandse Zaken",V,2019,Buitenlandse Zaken,TOTAAL,10552429.0,-678845.0,U
-,12738059,13653103.0,13848829.0,12899909,"VI, Justitie en Veiligheid",VI,2019,Justitie en Veiligheid,TOTAAL,13662272.0,186557.0,U
-,5481506,5683667.0,5690562.0,5560406,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2019,Binnenlandse Zaken en Koninkrijksrelaties,TOTAAL,5616794.0,73768.0,U
-,41984208,43047066.0,43221329.0,42024208,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2019,"Onderwijs, Cultuur en Wetenschap",TOTAAL,43075430.0,145899.0,U
-,10477053,10881836.0,10915716.0,10477053,"X, Defensie",X,2019,Defensie,TOTAAL,10719463.0,196253.0,U
-,9552760,9628349.0,8063103.0,9618660,"XII, Infrastructuur en Waterstaat",XII,2019,Infrastructuur en Waterstaat,TOTAAL,8004956.0,58147.0,U
-,4486362,4910029.0,5541447.0,4609162,"XIII, Economische Zaken en Klimaat",XIII,2019,Economische Zaken en Klimaat,TOTAAL,5337066.0,204381.0,U
-,882341,1052628.0,1549034.0,914741,"XIV, Landbouw, Natuur en Voedselkwaliteit",XIV,2019,"Landbouw, Natuur en Voedselkwaliteit",TOTAAL,1534184.0,14850.0,U
-,36135849,38967331.0,39146517.0,36135849,"XV, Sociale Zaken en Werkgelegenheid",XV,2019,Sociale Zaken en Werkgelegenheid,TOTAAL,39075594.0,70923.0,U
-,16413793,17447572.0,17489716.0,16471358,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2019,"Volksgezondheid, Welzijn en Sport",TOTAAL,18014003.0,-524287.0,U
-,3096124,3002848.0,3029908.0,3096124,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2019,Buitenlandse Handel en Ontwikkelingssamenwerking,TOTAAL,3046803.0,-16895.0,U
-,6545954,6102156.0,6485106.0,6545954,"A, Infrastructuurfonds",A,2020,Infrastructuurfonds,TOTAAL,6371448.0,113658.0,U
-,31826405,33151951.0,33582549.0,31901410,"B, Gemeentefonds",B,2020,Gemeentefonds,TOTAAL,33436400.0,146149.0,U
-,2480413,2556850.0,2602960.0,2480413,"C, Provinciefonds",C,2020,Provinciefonds,TOTAAL,2602954.0,6.0,U
-,36357,72194.0,114462.0,36357,"F, Diergezondheidsfonds",F,2020,Diergezondheidsfonds,TOTAAL,93698.0,20764.0,U
-,41875,48833.0,55882.0,41875,"H, BES-fonds",H,2020,BES-fonds,TOTAAL,51304.0,4578.0,U
-,44362,45444.0,45364.0,44362,"I, De Koning",I,2020,De Koning,TOTAAL,45467.0,-103.0,U
-,162135,191765.0,186648.0,172135,"IIA, Staten-Generaal",IIA,2020,Staten-Generaal,TOTAAL,185602.0,1046.0,U
-,133782,148360.0,147312.0,133782,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2020,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",TOTAAL,143106.0,4206.0,U
-,70323,76654.0,74480.0,70323,"III, Algemene Zaken",III,2020,Algemene Zaken,TOTAAL,75196.0,-716.0,U
-,83279,767188.0,883649.0,218279,"IV, Koninkrijksrelaties",IV,2020,Koninkrijksrelaties,TOTAAL,851965.0,31684.0,U
-,36701905,36485405.0,36718733.0,36701905,"IXA, Nationale Schuld (Transactiebasis)",IXA,2020,Nationale Schuld (Transactiebasis),TOTAAL,36872153.0,-153420.0,U
-,7903361,11304268.0,9892519.0,9355361,"IXB, Financiën",IXB,2020,Financiën,TOTAAL,8534037.0,1358482.0,U
-,1104983,1056085.0,1120326.0,1104983,"J, Deltafonds",J,2020,Deltafonds,TOTAAL,1079412.0,40914.0,U
-,10351409,10570707.0,11318960.0,10358509,"V, Buitenlandse Zaken",V,2020,Buitenlandse Zaken,TOTAAL,11150636.0,168324.0,U
-,13376219,14407005.0,14442350.0,13428819,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,TOTAAL,14382228.0,60122.0,U
-,6015824,6757607.0,6989488.0,6195972,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,TOTAAL,6961305.0,28183.0,U
-,42717817,44729657.0,44509620.0,43005112,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",TOTAAL,44461515.0,48105.0,U
-,11035078,11491673.0,11460044.0,11035078,"X, Defensie",X,2020,Defensie,TOTAAL,11190445.0,269599.0,U
-,8911581,10130649.0,9571010.0,8911581,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,TOTAAL,9460624.0,110386.0,U
-,5706071,10243479.0,9469390.0,8778923,"XIII, Economische Zaken en Klimaat",XIII,2020,Economische Zaken en Klimaat,TOTAAL,8937160.0,532230.0,U
-,1406095,2266163.0,1945428.0,1418795,"XIV, Landbouw, Natuur en Voedselkwaliteit",XIV,2020,"Landbouw, Natuur en Voedselkwaliteit",TOTAAL,1775996.0,169432.0,U
-,39697100,74072730.0,60405420.0,53670100,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,TOTAAL,59902405.0,503015.0,U
-,18908595,24195903.0,27686846.0,18846295,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",TOTAAL,27249823.0,437023.0,U
-,3079086,2991626.0,3148931.0,3079086,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2020,Buitenlandse Handel en Ontwikkelingssamenwerking,TOTAAL,3186421.0,-37490.0,U
